_fid;anzahl;geschwindigkeit;von;bis;strichbreite;geom;coordinate_reference_system
DE.HH.UP_LETZTE_WOCHE_7618057;22;24.2;2025-03-17;2025-03-23;2.3;LINESTRING (10.014635 53.518811,10.014893 53.519058,10.015134 53.519462,10.015240 53.519750,10.015272 53.519870,10.015282 53.520115,10.015251 53.520344,10.015230 53.520412);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618058;16;21.8;2025-03-17;2025-03-23;1.9;LINESTRING (10.015183 53.520554,10.015230 53.520412);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618059;18;20.0;2025-03-17;2025-03-23;2.0;LINESTRING (10.015124 53.520803,10.015125 53.520778,10.015183 53.520554);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618060;10;22.7;2025-03-17;2025-03-23;1.3;LINESTRING (10.090777 53.541735,10.089165 53.542322);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618061;10;22.0;2025-03-17;2025-03-23;1.3;LINESTRING (10.089165 53.542322,10.087552 53.542910);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618062;15;20.9;2025-03-17;2025-03-23;1.8;LINESTRING (9.919348 53.551098,9.922174 53.550941);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618063;22;23.5;2025-03-17;2025-03-23;2.3;LINESTRING (9.999923 53.585465,9.999687 53.585363);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618064;11;13.9;2025-03-17;2025-03-23;1.4;LINESTRING (9.988826 53.594266,9.988457 53.594413,9.988331 53.594459);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618065;15;20.3;2025-03-17;2025-03-23;1.8;LINESTRING (9.992351 53.592586,9.992262 53.592603,9.992168 53.592623,9.992056 53.592656,9.991922 53.592703,9.991768 53.592759);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618066;9;14.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.983927 53.595125,9.983926 53.595228);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618067;10;20.5;2025-03-17;2025-03-23;1.3;LINESTRING (9.983931 53.596761,9.983937 53.596639,9.983942 53.596530);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618068;10;18.3;2025-03-17;2025-03-23;1.3;LINESTRING (9.921186 53.591299,9.921553 53.591402);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618069;15;20.6;2025-03-17;2025-03-23;1.8;LINESTRING (10.020227 53.583887,10.020362 53.583916,10.020754 53.584002,10.020862 53.584026);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618070;13;16.4;2025-03-17;2025-03-23;1.6;LINESTRING (9.936382 53.551038,9.936355 53.550892,9.936313 53.550444);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618071;11;17.3;2025-03-17;2025-03-23;1.4;LINESTRING (9.936137 53.551012,9.936102 53.550810,9.936081 53.550491,9.936081 53.550447);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618072;9;17.9;2025-03-17;2025-03-23;1.2;LINESTRING (10.015878 53.589293,10.015808 53.589798,10.015800 53.589858);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618073;9;21.2;2025-03-17;2025-03-23;1.2;LINESTRING (10.002096 53.547230,10.001958 53.547252,10.001835 53.547261,10.001182 53.547284,10.000970 53.547288,10.000934 53.547285);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618074;13;22.7;2025-03-17;2025-03-23;1.6;LINESTRING (9.978013 53.555883,9.977712 53.555982,9.977286 53.556147,9.977107 53.556213);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618075;12;21.2;2025-03-17;2025-03-23;1.5;LINESTRING (9.976605 53.556356,9.976651 53.556347,9.976876 53.556288,9.977107 53.556213);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618076;14;19.3;2025-03-17;2025-03-23;1.7;LINESTRING (10.012910 53.642884,10.012946 53.643069);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618077;18;18.8;2025-03-17;2025-03-23;2.0;LINESTRING (10.000953 53.498821,10.001153 53.498731,10.001317 53.498659);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618078;10;21.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.961316 53.546432,9.961868 53.546463);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618079;9;10.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.980627 53.463819,9.980604 53.463806,9.980521 53.463705,9.980431 53.463666);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618080;12;13.7;2025-03-17;2025-03-23;1.5;LINESTRING (9.981581 53.464218,9.980885 53.463895);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618081;12;17.7;2025-03-17;2025-03-23;1.5;LINESTRING (9.969754 53.576452,9.969945 53.576328);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618082;11;17.4;2025-03-17;2025-03-23;1.4;LINESTRING (10.004460 53.588040,10.004618 53.587815);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618083;12;17.9;2025-03-17;2025-03-23;1.5;LINESTRING (10.006061 53.585978,10.005936 53.586055,10.005823 53.586143,10.005604 53.586461);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618084;13;13.1;2025-03-17;2025-03-23;1.6;LINESTRING (10.040117 53.570614,10.040207 53.570505,10.040304 53.570376,10.040327 53.570349,10.040344 53.570329);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618085;10;14.4;2025-03-17;2025-03-23;1.3;LINESTRING (9.938407 53.552208,9.937454 53.552353,9.937345 53.552370);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618086;10;13.2;2025-03-17;2025-03-23;1.3;LINESTRING (9.936675 53.551721,9.936794 53.551761,9.936943 53.551937,9.937113 53.552145,9.937279 53.552315,9.937345 53.552370);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618087;17;17.3;2025-03-17;2025-03-23;1.9;LINESTRING (9.991221 53.466139,9.991070 53.466058,9.990932 53.465986,9.990855 53.465949,9.990794 53.465924,9.990752 53.465907,9.990660 53.465872,9.990524 53.465827);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618088;18;23.9;2025-03-17;2025-03-23;2.0;LINESTRING (9.991687 53.466469,9.991480 53.466302,9.991420 53.466260,9.991369 53.466225,9.991221 53.466139);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618089;9;19.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.976003 53.460352,9.975786 53.460306);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618090;11;23.1;2025-03-17;2025-03-23;1.4;LINESTRING (10.014590 53.613214,10.013067 53.612613);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618091;11;23.0;2025-03-17;2025-03-23;1.4;LINESTRING (10.013067 53.612613,10.012157 53.612253,10.011501 53.612053);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618092;15;25.1;2025-03-17;2025-03-23;1.8;LINESTRING (9.997121 53.607299,9.997317 53.607606,9.997633 53.607976,9.997826 53.608194);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618093;15;18.1;2025-03-17;2025-03-23;1.8;LINESTRING (9.993418 53.558131,9.993529 53.558326);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618094;12;14.9;2025-03-17;2025-03-23;1.5;LINESTRING (10.028880 53.534476,10.028768 53.534338,10.028754 53.534328,10.028736 53.534324,10.028715 53.534324,10.028699 53.534326,10.028687 53.534334,10.028660 53.534368);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618095;18;21.8;2025-03-17;2025-03-23;2.0;LINESTRING (10.028498 53.535303,10.028389 53.535178,10.028363 53.535142,10.028357 53.535109,10.028365 53.535086,10.028415 53.535024);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618096;20;25.3;2025-03-17;2025-03-23;2.2;LINESTRING (10.018132 53.540970,10.018331 53.540918,10.020022 53.540481);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618097;20;26.0;2025-03-17;2025-03-23;2.2;LINESTRING (10.020022 53.540481,10.020149 53.540448,10.021911 53.539991);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618098;20;25.7;2025-03-17;2025-03-23;2.2;LINESTRING (10.021911 53.539991,10.022267 53.539899,10.022414 53.539869,10.022582 53.539843,10.022740 53.539833,10.022956 53.539845,10.023094 53.539872,10.023184 53.539897,10.023285 53.539939,10.023399 53.539976,10.023816 53.540105);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618099;20;25.0;2025-03-17;2025-03-23;2.2;LINESTRING (10.017388 53.541163,10.018132 53.540970);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618100;20;25.0;2025-03-17;2025-03-23;2.2;LINESTRING (10.015923 53.541550,10.016048 53.541518,10.016305 53.541463,10.017031 53.541276,10.017273 53.541193,10.017388 53.541163);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618101;20;25.0;2025-03-17;2025-03-23;2.2;LINESTRING (10.015162 53.541742,10.015262 53.541716,10.015923 53.541550);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618102;19;25.8;2025-03-17;2025-03-23;2.1;LINESTRING (10.015162 53.541742,10.013854 53.542078,10.012898 53.542328,10.012690 53.542382);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618103;19;26.1;2025-03-17;2025-03-23;2.1;LINESTRING (10.012690 53.542382,10.012084 53.542540,10.011845 53.542603,10.011760 53.542630,10.011600 53.542681,10.011350 53.542784,10.011204 53.542860,10.011011 53.542981,10.010826 53.543116,10.010581 53.543323);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618104;11;25.0;2025-03-17;2025-03-23;1.4;LINESTRING (10.047828 53.600456,10.047508 53.600201,10.047467 53.600172);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618105;11;23.4;2025-03-17;2025-03-23;1.4;LINESTRING (10.043146 53.581775,10.042456 53.581145);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618106;14;18.6;2025-03-17;2025-03-23;1.7;LINESTRING (10.039003 53.578009,10.039260 53.578391);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618107;13;22.5;2025-03-17;2025-03-23;1.6;LINESTRING (10.036201 53.575583,10.036464 53.575739);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618108;9;23.1;2025-03-17;2025-03-23;1.2;LINESTRING (10.039165 53.578546,10.039045 53.578351);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618109;9;21.8;2025-03-17;2025-03-23;1.2;LINESTRING (10.032948 53.573211,10.032797 53.573114);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618110;18;23.8;2025-03-17;2025-03-23;2.0;LINESTRING (10.031178 53.572107,10.031584 53.572346);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618111;14;19.2;2025-03-17;2025-03-23;1.7;LINESTRING (10.025988 53.569552,10.026111 53.569601,10.026254 53.569657,10.026306 53.569672);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618112;37;22.1;2025-03-17;2025-03-23;3.4;LINESTRING (10.008163 53.559066,10.008398 53.559164);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618113;12;14.7;2025-03-17;2025-03-23;1.5;LINESTRING (10.031349 53.566655,10.031599 53.566450);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618114;12;19.2;2025-03-17;2025-03-23;1.5;LINESTRING (10.030781 53.566899,10.030877 53.566854,10.030967 53.566839,10.031017 53.566832,10.031139 53.566827);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618115;15;25.1;2025-03-17;2025-03-23;1.8;LINESTRING (10.024922 53.565897,10.024529 53.565894);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618116;15;22.2;2025-03-17;2025-03-23;1.8;LINESTRING (10.024321 53.565891,10.023766 53.565987);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618117;12;23.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.070514 53.582312,10.070759 53.582523);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618118;39;21.4;2025-03-17;2025-03-23;3.5;LINESTRING (10.060008 53.576583,10.059845 53.576500);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618119;9;21.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.986071 53.557996,9.985374 53.557940,9.985050 53.557901,9.984941 53.557886,9.984843 53.557867,9.984593 53.557814,9.984321 53.557748,9.984156 53.557709);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618120;23;24.1;2025-03-17;2025-03-23;2.4;LINESTRING (10.018328 53.524136,10.018401 53.524150,10.018858 53.524268,10.018947 53.524284);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618121;13;22.1;2025-03-17;2025-03-23;1.6;LINESTRING (10.029470 53.536096,10.029219 53.535764,10.028832 53.535295,10.028551 53.534977);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618122;13;21.0;2025-03-17;2025-03-23;1.6;LINESTRING (10.024815 53.530121,10.024960 53.530281);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618123;19;14.4;2025-03-17;2025-03-23;2.1;LINESTRING (9.996834 53.477740,9.996795 53.477742,9.996750 53.477738,9.996699 53.477726,9.996652 53.477714,9.996616 53.477701,9.996578 53.477683,9.996543 53.477659,9.996502 53.477613);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618124;17;20.4;2025-03-17;2025-03-23;1.9;LINESTRING (9.996772 53.479063,9.996768 53.478857,9.996771 53.478816,9.996782 53.478769,9.996803 53.478731,9.996821 53.478701,9.996860 53.478658,9.996895 53.478614,9.996919 53.478577,9.996924 53.478538,9.996921 53.478478,9.996886 53.477867,9.996878 53.477829,9.996873 53.477801);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618125;17;19.4;2025-03-17;2025-03-23;1.9;LINESTRING (10.012615 53.641441,10.012596 53.641353,10.012578 53.641138,10.012596 53.641014);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618126;11;23.8;2025-03-17;2025-03-23;1.4;LINESTRING (10.010810 53.639108,10.010419 53.638944);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618127;10;21.2;2025-03-17;2025-03-23;1.3;LINESTRING (9.989582 53.465775,9.989534 53.465773,9.989453 53.465775);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618128;23;18.9;2025-03-17;2025-03-23;2.4;LINESTRING (9.994212 53.471046,9.994116 53.470865);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618129;17;20.3;2025-03-17;2025-03-23;1.9;LINESTRING (9.993098 53.470075,9.993233 53.470153,9.993323 53.470187,9.993425 53.470208,9.993601 53.470227,9.993706 53.470227);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618130;16;20.6;2025-03-17;2025-03-23;1.9;LINESTRING (9.992875 53.469834,9.992898 53.469890,9.992940 53.469946,9.992975 53.469989,9.993036 53.470038,9.993098 53.470075);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618131;15;17.7;2025-03-17;2025-03-23;1.8;LINESTRING (9.983925 53.466520,9.983887 53.466486,9.983839 53.466412,9.983798 53.466312,9.983754 53.466190);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618132;9;21.5;2025-03-17;2025-03-23;1.2;LINESTRING (10.097395 53.641813,10.097358 53.641778,10.097192 53.641628);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618133;10;21.1;2025-03-17;2025-03-23;1.3;LINESTRING (10.073341 53.609705,10.073217 53.609521);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618134;14;21.1;2025-03-17;2025-03-23;1.7;LINESTRING (10.073341 53.609705,10.073406 53.609810,10.073447 53.609885);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618135;10;21.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.996736 53.492155,9.996719 53.492037);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618136;15;21.8;2025-03-17;2025-03-23;1.8;LINESTRING (9.996707 53.491531,9.996719 53.492037);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618137;14;22.1;2025-03-17;2025-03-23;1.7;LINESTRING (9.996709 53.488000,9.996775 53.487403,9.996786 53.487298);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618138;14;21.7;2025-03-17;2025-03-23;1.7;LINESTRING (10.118353 53.531249,10.118416 53.531228,10.119251 53.530963,10.120498 53.530525);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618139;14;22.2;2025-03-17;2025-03-23;1.7;LINESTRING (10.120498 53.530525,10.120824 53.530410,10.121792 53.530049,10.122603 53.529759);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618140;14;22.1;2025-03-17;2025-03-23;1.7;LINESTRING (10.122603 53.529759,10.122794 53.529690,10.122940 53.529614,10.123088 53.529500,10.123293 53.529401,10.123888 53.529157,10.124582 53.528951,10.124621 53.528937);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618141;14;21.1;2025-03-17;2025-03-23;1.7;LINESTRING (10.124621 53.528937,10.124920 53.528830,10.125346 53.528690,10.125821 53.528580,10.126110 53.528512,10.126387 53.528429,10.126491 53.528368,10.126590 53.528263,10.126627 53.528175);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618142;36;22.2;2025-03-17;2025-03-23;3.3;LINESTRING (10.032295 53.554880,10.032864 53.554923,10.033254 53.554938);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618143;10;15.3;2025-03-17;2025-03-23;1.3;LINESTRING (10.040263 53.555618,10.040147 53.555652);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618144;20;22.5;2025-03-17;2025-03-23;2.2;LINESTRING (10.046274 53.556095,10.046592 53.556081,10.046978 53.556090,10.047354 53.556110,10.047706 53.556123,10.047949 53.556113);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618145;20;23.6;2025-03-17;2025-03-23;2.2;LINESTRING (10.047949 53.556113,10.048056 53.556109,10.048465 53.556076,10.048865 53.556041,10.049299 53.556008,10.049615 53.555999);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618146;20;24.2;2025-03-17;2025-03-23;2.2;LINESTRING (10.050937 53.555994,10.049901 53.555995);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618147;18;22.2;2025-03-17;2025-03-23;2.0;LINESTRING (10.055516 53.555652,10.055707 53.555596,10.056268 53.555523,10.056839 53.555472,10.057179 53.555462);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618148;17;23.8;2025-03-17;2025-03-23;1.9;LINESTRING (10.057573 53.555437,10.057694 53.555428,10.058356 53.555338,10.058813 53.555276,10.058987 53.555248);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618149;11;11.5;2025-03-17;2025-03-23;1.4;LINESTRING (10.083708 53.554669,10.083768 53.554669,10.083837 53.554658,10.083934 53.554637,10.084048 53.554617,10.084178 53.554594);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618150;10;23.5;2025-03-17;2025-03-23;1.3;LINESTRING (10.024954 53.562515,10.025032 53.562180);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618151;15;23.0;2025-03-17;2025-03-23;1.8;LINESTRING (9.996919 53.493875,9.996904 53.493649,9.996888 53.493506,9.996866 53.493298);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618152;10;16.9;2025-03-17;2025-03-23;1.3;LINESTRING (9.997414 53.499468,9.997409 53.499414,9.997393 53.499378,9.997274 53.499294,9.997251 53.499282);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618153;15;15.5;2025-03-17;2025-03-23;1.8;LINESTRING (9.992172 53.549450,9.991990 53.549339);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618154;14;15.4;2025-03-17;2025-03-23;1.7;LINESTRING (10.018602 53.582999,10.018940 53.583083,10.019004 53.583099,10.019143 53.583115);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618155;15;20.0;2025-03-17;2025-03-23;1.8;LINESTRING (10.002365 53.586843,10.002482 53.586933,10.002541 53.586978);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618156;13;24.5;2025-03-17;2025-03-23;1.6;LINESTRING (10.121594 53.595383,10.121659 53.595434,10.121686 53.595462,10.121705 53.595488,10.121719 53.595510,10.121738 53.595540,10.121757 53.595567,10.121779 53.595596,10.121815 53.595635,10.122039 53.595906);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618157;10;20.1;2025-03-17;2025-03-23;1.3;LINESTRING (9.974089 53.586593,9.974130 53.586611,9.974473 53.586759,9.974870 53.586917,9.975214 53.587045,9.976063 53.587315,9.976642 53.587478);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618158;12;22.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.012592 53.626390,10.012233 53.625549,10.011905 53.624712);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618159;23;24.8;2025-03-17;2025-03-23;2.4;LINESTRING (10.078868 53.579456,10.078570 53.579428,10.078284 53.579412,10.077838 53.579397,10.077216 53.579389);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618160;16;24.4;2025-03-17;2025-03-23;1.9;LINESTRING (10.008684 53.623359,10.008936 53.623426,10.009470 53.623574);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618161;17;22.3;2025-03-17;2025-03-23;1.9;LINESTRING (10.088686 53.581141,10.088465 53.581102);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618162;22;23.4;2025-03-17;2025-03-23;2.3;LINESTRING (10.087954 53.580998,10.088334 53.581081,10.088465 53.581102);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618163;10;20.5;2025-03-17;2025-03-23;1.3;LINESTRING (10.029179 53.546932,10.028915 53.547268,10.028747 53.547484,10.028610 53.547659);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618164;11;21.0;2025-03-17;2025-03-23;1.4;LINESTRING (9.945840 53.557255,9.945715 53.557190);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618165;9;20.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.965461 53.546326,9.965029 53.546370,9.964543 53.546400,9.963915 53.546406,9.963320 53.546414);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618166;9;23.7;2025-03-17;2025-03-23;1.2;LINESTRING (9.955711 53.549676,9.956283 53.549687);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618167;10;18.5;2025-03-17;2025-03-23;1.3;LINESTRING (9.967172 53.557849,9.967104 53.558411);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618168;14;23.4;2025-03-17;2025-03-23;1.7;LINESTRING (10.019010 53.615102,10.019379 53.615279);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618169;20;21.8;2025-03-17;2025-03-23;2.2;LINESTRING (10.029079 53.570992,10.029344 53.571137,10.029464 53.571200);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618170;12;24.3;2025-03-17;2025-03-23;1.5;LINESTRING (10.039003 53.578009,10.038868 53.577803);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618171;11;21.4;2025-03-17;2025-03-23;1.4;LINESTRING (9.978195 53.555739,9.978585 53.555635);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618172;19;18.1;2025-03-17;2025-03-23;2.1;LINESTRING (10.020364 53.565990,10.020530 53.566089);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618173;11;20.2;2025-03-17;2025-03-23;1.4;LINESTRING (10.000719 53.556430,10.000788 53.556463,10.000856 53.556493,10.001352 53.556688);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618174;12;18.7;2025-03-17;2025-03-23;1.5;LINESTRING (10.006152 53.555602,10.006058 53.555755);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618175;15;17.7;2025-03-17;2025-03-23;1.8;LINESTRING (10.011725 53.581307,10.011814 53.581208,10.011876 53.581136,10.011909 53.581098);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618176;10;18.2;2025-03-17;2025-03-23;1.3;LINESTRING (10.032461 53.542735,10.032108 53.543186);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618177;10;24.7;2025-03-17;2025-03-23;1.3;LINESTRING (10.031535 53.544263,10.032153 53.543472);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618178;11;19.7;2025-03-17;2025-03-23;1.4;LINESTRING (10.031646 53.543777,10.031909 53.543441,10.031932 53.543412);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618179;12;18.2;2025-03-17;2025-03-23;1.5;LINESTRING (9.982722 53.591871,9.982562 53.591799);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618180;9;15.3;2025-03-17;2025-03-23;1.2;LINESTRING (9.956655 53.575090,9.956222 53.575179);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618181;13;20.9;2025-03-17;2025-03-23;1.6;LINESTRING (9.979755 53.590592,9.979490 53.590475,9.979229 53.590364);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618182;10;21.6;2025-03-17;2025-03-23;1.3;LINESTRING (10.012838 53.626957,10.012917 53.627151,10.012936 53.627199);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618183;10;16.2;2025-03-17;2025-03-23;1.3;LINESTRING (10.014457 53.640118,10.014284 53.640099,10.014101 53.640069,10.013918 53.640035);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618184;14;19.1;2025-03-17;2025-03-23;1.7;LINESTRING (10.012704 53.641867,10.012763 53.642148);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618185;12;25.0;2025-03-17;2025-03-23;1.5;LINESTRING (10.044070 53.528129,10.044065 53.528022,10.044073 53.527951,10.044092 53.527886,10.044144 53.527786,10.044194 53.527728);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618186;11;26.9;2025-03-17;2025-03-23;1.4;LINESTRING (10.047647 53.526264,10.046803 53.526590);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618187;16;22.6;2025-03-17;2025-03-23;1.9;LINESTRING (9.933164 53.547905,9.933488 53.547848,9.934152 53.547754);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618188;9;21.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.932250 53.547941,9.932298 53.547944,9.932380 53.547947,9.932448 53.547947,9.932568 53.547932);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618189;11;16.9;2025-03-17;2025-03-23;1.4;LINESTRING (9.956451 53.586713,9.956513 53.586917);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618190;71;19.8;2025-03-17;2025-03-23;5.3;LINESTRING (9.998849 53.579753,9.999343 53.580103);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618191;9;18.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.999145 53.606441,9.998565 53.605892,9.998364 53.605709);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618192;9;21.2;2025-03-17;2025-03-23;1.2;LINESTRING (9.999145 53.606441,9.999410 53.606692);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618193;9;18.8;2025-03-17;2025-03-23;1.2;LINESTRING (9.998364 53.605709,9.998285 53.605637,9.998130 53.605513);EPSG:4326
DE.HH.UP_LETZTE_WOCHE_7618194;57;20.4;2025-03-17;2025-03-23;4.5;LINESTRING (9.997465 53.557954,9.996912 53.558107);EPSG:4326
